date|code|pre_js|open|high|low|close|cur_js|zd_one|zd_two|cj_volume|cc_volume|zj_volume|cj_amount|DELTA|yhbdl|xql
2023-10-20|SA405C1700|140.00    |100.50    |100.50    |93.00     |93.00     |100.00    |-47.00    |-40.00    |78        |75        |75        |14.66       |0.4567    |28.49     |0                              
2023-10-20|SA405C1720|132.00    |0.00      |0.00      |0.00      |0.00      |93.00     |-39.00    |-39.00    |0         |0         |0         |0.00        |0.4337    |28.48     |0                              
2023-10-20|SA405C1740|124.50    |138.00    |138.00    |82.00     |82.00     |86.00     |-42.50    |-38.50    |21        |10        |10        |3.87        |0.4109    |28.48     |0                              
2023-10-20|SA405C1760|118.00    |0.00      |0.00      |0.00      |0.00      |79.50     |-38.50    |-38.50    |0         |0         |0         |0.00        |0.3882    |28.48     |0                              
2023-10-20|SA405C1780|111.50    |0.00      |0.00      |0.00      |0.00      |73.00     |-38.50    |-38.50    |0         |0         |0         |0.00        |0.3665    |28.48     |0                              
2023-10-20|SA405C1800|104.50    |68.00     |68.00     |68.00     |68.00     |67.50     |-36.50    |-37.00    |1         |1         |1         |0.14        |0.3459    |28.48     |0                              
2023-10-20|SA405C1820|98.00     |0.00      |0.00      |0.00      |0.00      |62.50     |-35.50    |-35.50    |0         |0         |0         |0.00        |0.3253    |28.47     |0                              
2023-10-20|SA405C1840|93.00     |0.00      |0.00      |0.00      |0.00      |57.00     |-36.00    |-36.00    |0         |0         |0         |0.00        |0.3048    |28.47     |0                              
2023-10-20|SA405C1860|87.50     |59.50     |59.50     |59.50     |59.50     |52.50     |-28.00    |-35.00    |6         |6         |6         |0.71        |0.2866    |28.47     |0                              
2023-10-20|SA405C1880|82.50     |40.00     |48.00     |35.00     |48.00     |48.50     |-34.50    |-34.00    |134       |134       |134       |10.84       |0.2688    |28.47     |0                              
2023-10-20|SA405C1900|77.00     |45.00     |49.00     |36.50     |41.00     |44.00     |-36.00    |-33.00    |109       |108       |108       |9.35        |0.2509    |28.47     |0                              
2023-10-20|SA405P1380|53.00     |51.50     |51.50     |20.00     |32.00     |36.50     |-21.00    |-16.50    |14        |12        |12        |1.01        |-0.1768   |30.55     |0                              
2023-10-20|SA405P1400|59.00     |0.00      |0.00      |0.00      |0.00      |39.50     |-19.50    |-19.50    |0         |0         |0         |0.00        |-0.1908   |29.74     |0                              
2023-10-20|SA405P1420|64.50     |0.00      |0.00      |0.00      |0.00      |43.00     |-21.50    |-21.50    |0         |0         |0         |0.00        |-0.2069   |29.15     |0                              
2023-10-20|SA405P1440|71.50     |0.00      |0.00      |0.00      |0.00      |47.00     |-24.50    |-24.50    |0         |0         |0         |0.00        |-0.2253   |28.83     |0                              
2023-10-20|SA405P1460|78.50     |0.00      |0.00      |0.00      |0.00      |52.50     |-26.00    |-26.00    |0         |0         |0         |0.00        |-0.2456   |28.69     |0                              
2023-10-20|SA405P1480|85.50     |0.00      |0.00      |0.00      |0.00      |59.00     |-26.50    |-26.50    |0         |0         |0         |0.00        |-0.2677   |28.62     |0                              
2023-10-20|SA405P1500|93.50     |70.00     |70.00     |66.00     |66.00     |66.00     |-27.50    |-27.50    |2         |2         |2         |0.27        |-0.2901   |28.58     |0                              
2023-10-20|SA405P1520|102.00    |0.00      |0.00      |0.00      |0.00      |73.00     |-29.00    |-29.00    |0         |0         |0         |0.00        |-0.3132   |28.56     |0                              
2023-10-20|SA405P1540|110.50    |0.00      |0.00      |0.00      |0.00      |81.00     |-29.50    |-29.50    |0         |0         |0         |0.00        |-0.3372   |28.54     |0                              
2023-10-20|SA405P1560|119.00    |0.00      |0.00      |0.00      |0.00      |89.50     |-29.50    |-29.50    |0         |0         |0         |0.00        |-0.3612   |28.53     |0                              
2023-10-20|SA405P1580|128.50    |0.00      |0.00      |0.00      |0.00      |98.00     |-30.50    |-30.50    |0         |0         |0         |0.00        |-0.3855   |28.52     |0                              
2023-10-20|SA405P1600|139.00    |113.00    |113.00    |113.00    |113.00    |108.00    |-26.00    |-31.00    |6         |6         |6         |1.36        |-0.4101   |28.51     |0                              
2023-10-20|SA405P1620|149.00    |0.00      |0.00      |0.00      |0.00      |118.00    |-31.00    |-31.00    |0         |0         |0         |0.00        |-0.4347   |28.50     |0                              
2023-10-20|SA405P1640|159.00    |0.00      |0.00      |0.00      |0.00      |128.00    |-31.00    |-31.00    |0         |0         |0         |0.00        |-0.4593   |28.50     |0                              
2023-10-20|SA405P1660|170.00    |0.00      |0.00      |0.00      |0.00      |139.50    |-30.50    |-30.50    |0         |0         |0         |0.00        |-0.4835   |28.49     |0                              
2023-10-20|SA405P1680|182.00    |155.00    |155.00    |155.00    |155.00    |151.00    |-27.00    |-31.00    |2         |2         |2         |0.62        |-0.5078   |28.49     |0                              
2023-10-20|SA405P1700|193.50    |163.00    |163.00    |163.00    |163.00    |162.50    |-30.50    |-31.00    |1         |1         |1         |0.33        |-0.5321   |28.49     |0                              
2023-10-20|SA405P1720|205.00    |0.00      |0.00      |0.00      |0.00      |175.00    |-30.00    |-30.00    |0         |0         |0         |0.00        |-0.5551   |28.48     |0                              
2023-10-20|SA405P1740|217.50    |0.00      |0.00      |0.00      |0.00      |188.00    |-29.50    |-29.50    |0         |0         |0         |0.00        |-0.5781   |28.48     |0                              
2023-10-20|SA405P1760|230.50    |0.00      |0.00      |0.00      |0.00      |201.00    |-29.50    |-29.50    |0         |0         |0         |0.00        |-0.6010   |28.48     |0                              
2023-10-20|SA405P1780|244.00    |0.00      |0.00      |0.00      |0.00      |214.50    |-29.50    |-29.50    |0         |0         |0         |0.00        |-0.6231   |28.48     |0                              
2023-10-20|SA405P1800|257.00    |0.00      |0.00      |0.00      |0.00      |229.00    |-28.00    |-28.00    |0         |0         |0         |0.00        |-0.6439   |28.48     |0                              
2023-10-20|SA405P1820|270.00    |243.50    |243.50    |243.50    |243.50    |243.00    |-26.50    |-27.00    |3         |3         |3         |1.46        |-0.6648   |28.47     |0                              
2023-10-20|SA405P1840|284.50    |258.00    |258.00    |258.00    |258.00    |257.50    |-26.50    |-27.00    |3         |3         |3         |1.55        |-0.6858   |28.47     |0                              
2023-10-20|SA405P1860|299.00    |273.50    |273.50    |273.50    |273.50    |273.00    |-25.50    |-26.00    |3         |3         |3         |1.64        |-0.7043   |28.47     |0                              
2023-10-20|SA405P1880|313.50    |289.00    |289.00    |289.00    |289.00    |288.50    |-24.50    |-25.00    |3         |3         |3         |1.73        |-0.7226   |28.47     |0                              
2023-10-20|SA405P1900|328.50    |0.00      |0.00      |0.00      |0.00      |304.50    |-24.00    |-24.00    |0         |0         |0         |0.00        |-0.7409   |28.47     |0                              
2023-10-23|SA405C1380|291.00    |0.00      |0.00      |0.00      |0.00      |266.00    |-25.00    |-25.00    |0         |0         |0         |0.00        |0.7970    |29.98     |0                              
2023-10-23|SA405C1400|274.00    |0.00      |0.00      |0.00      |0.00      |251.50    |-22.50    |-22.50    |0         |0         |0         |0.00        |0.7771    |29.86     |0                              
2023-10-23|SA405C1420|257.50    |0.00      |0.00      |0.00      |0.00      |236.50    |-21.00    |-21.00    |0         |0         |0         |0.00        |0.7572    |29.74     |0                              
2023-10-23|SA405C1440|242.00    |0.00      |0.00      |0.00      |0.00      |223.00    |-19.00    |-19.00    |0         |0         |0         |0.00        |0.7354    |29.63     |0                              
2023-10-23|SA405C1460|227.50    |0.00      |0.00      |0.00      |0.00      |209.50    |-18.00    |-18.00    |0         |0         |0         |0.00        |0.7132    |29.52     |0                              
2023-10-23|SA405C1480|214.50    |0.00      |0.00      |0.00      |0.00      |196.50    |-18.00    |-18.00    |0         |1         |0         |0.00        |0.6908    |29.41     |0                              
2023-10-23|SA405C1500|201.00    |0.00      |0.00      |0.00      |0.00      |184.00    |-17.00    |-17.00    |0         |0         |0         |0.00        |0.6672    |29.31     |0                              
2023-10-23|SA405C1520|188.50    |0.00      |0.00      |0.00      |0.00      |172.00    |-16.50    |-16.50    |0         |3         |0         |0.00        |0.6431    |29.21     |0                              
2023-10-23|SA405C1540|177.00    |0.00      |0.00      |0.00      |0.00      |160.50    |-16.50    |-16.50    |0         |0         |0         |0.00        |0.6190    |29.11     |0                              
2023-10-23|SA405C1560|165.50    |165.50    |173.50    |142.50    |142.50    |149.50    |-23.00    |-16.00    |18        |13        |11        |5.90        |0.5943    |29.02     |0                              
2023-10-23|SA405C1580|154.50    |154.50    |163.50    |133.50    |133.50    |139.50    |-21.00    |-15.00    |15        |11        |11        |4.74        |0.5694    |28.94     |0                              
2023-10-23|SA405C1600|144.50    |144.50    |153.50    |120.50    |125.00    |129.00    |-19.50    |-15.50    |37        |22        |22        |9.98        |0.5444    |28.85     |0                              
2023-10-23|SA405C1620|134.50    |134.00    |144.00    |114.50    |114.50    |119.50    |-20.00    |-15.00    |22        |12        |10        |5.89        |0.5194    |28.78     |0                              
2023-10-23|SA405C1640|125.00    |125.50    |127.50    |106.50    |106.50    |111.00    |-18.50    |-14.00    |40        |18        |11        |8.97        |0.4947    |28.71     |0                              
2023-10-23|SA405C1660|116.50    |116.50    |126.50    |96.00     |96.00     |102.50    |-20.50    |-14.00    |46        |22        |22        |10.21       |0.4698    |28.64     |0                              
2023-10-23|SA405C1680|108.50    |108.50    |119.00    |90.50     |90.50     |94.50     |-18.00    |-14.00    |85        |29        |29        |16.91       |0.4454    |28.57     |0                              
2023-10-23|SA405C1700|100.00    |99.50     |111.00    |80.00     |80.00     |87.50     |-20.00    |-12.50    |945       |861       |786       |158.67      |0.4218    |28.52     |0                              
2023-10-23|SA405C1720|93.00     |93.00     |103.50    |80.00     |81.50     |80.00     |-11.50    |-13.00    |69        |15        |15        |11.79       |0.3982    |28.46     |0                              
2023-10-23|SA405C1740|86.00     |86.00     |91.00     |67.50     |69.50     |73.00     |-16.50    |-13.00    |331       |297       |287       |47.79       |0.3746    |28.42     |0                              
2023-10-23|SA405C1760|79.50     |79.50     |90.00     |60.50     |62.50     |67.50     |-17.00    |-12.00    |337       |273       |273       |43.90       |0.3531    |28.37     |0                              
2023-10-23|SA405C1780|73.00     |73.00     |78.50     |56.00     |56.50     |62.00     |-16.50    |-11.00    |307       |278       |278       |36.64       |0.3316    |28.34     |0                              
2023-10-23|SA405C1800|67.50     |68.00     |70.00     |50.00     |53.00     |56.50     |-14.50    |-11.00    |383       |335       |334       |41.51       |0.3102    |28.30     |0                              
2023-10-23|SA405C1820|62.50     |62.50     |67.50     |47.00     |47.50     |51.50     |-15.00    |-11.00    |201       |157       |157       |20.99       |0.2904    |28.28     |0                              
2023-10-23|SA405C1840|57.00     |58.50     |67.50     |43.50     |43.50     |47.50     |-13.50    |-9.50     |123       |64        |64        |12.17       |0.2718    |28.26     |0                              
2023-10-23|SA405C1860|52.50     |55.50     |55.50     |55.50     |55.50     |43.00     |3.00      |-9.50     |2         |8         |2         |0.22        |0.2531    |28.24     |0                              
2023-10-23|SA405C1880|48.50     |49.50     |49.50     |36.00     |36.00     |39.00     |-12.50    |-9.50     |105       |229       |95        |8.78        |0.2349    |28.23     |0                              
2023-10-23|SA405C1900|44.00     |42.00     |48.00     |32.00     |33.00     |36.00     |-11.00    |-8.00     |82        |131       |23        |5.91        |0.2194    |28.23     |0                              
2023-10-23|SA405P1380|36.50     |35.00     |45.00     |35.00     |39.00     |39.50     |2.50      |3.00      |60        |70        |58        |5.05        |-0.1946   |29.98     |0                              
2023-10-23|SA405P1400|39.50     |35.00     |48.00     |35.00     |48.00     |44.50     |8.50      |5.00      |16        |13        |13        |1.43        |-0.2139   |29.86     |0                              
2023-10-23|SA405P1420|43.00     |53.50     |54.00     |53.00     |53.00     |49.50     |10.00     |6.50      |15        |15        |15        |1.60        |-0.2335   |29.74     |0                              
2023-10-23|SA405P1440|47.00     |51.50     |59.50     |51.50     |58.50     |56.00     |11.50     |9.00      |18        |10        |10        |2.02        |-0.2548   |29.63     |0                              
2023-10-23|SA405P1460|52.50     |57.50     |65.50     |57.50     |59.00     |62.50     |6.50      |10.00     |30        |23        |23        |3.61        |-0.2767   |29.52     |0                              
2023-10-23|SA405P1480|59.00     |63.50     |75.00     |63.00     |70.50     |68.50     |11.50     |9.50      |63        |45        |45        |8.86        |-0.2988   |29.41     |0                              
2023-10-23|SA405P1500|66.00     |70.50     |81.00     |70.50     |75.00     |76.50     |9.00      |10.50     |20        |16        |14        |3.10        |-0.3222   |29.31     |0                              
2023-10-23|SA405P1520|73.00     |78.00     |86.50     |78.00     |86.50     |84.00     |13.50     |11.00     |17        |11        |11        |2.89        |-0.3460   |29.21     |0                              
2023-10-23|SA405P1540|81.00     |86.00     |95.00     |86.00     |87.00     |92.00     |6.00      |11.00     |79        |30        |30        |14.69       |-0.3700   |29.11     |0                              
2023-10-23|SA405P1560|89.50     |94.50     |106.50    |94.50     |103.50    |101.00    |14.00     |11.50     |117       |70        |70        |24.05       |-0.3945   |29.02     |0                              
2023-10-23|SA405P1580|98.00     |103.50    |113.50    |103.50    |111.00    |110.50    |13.00     |12.50     |122       |84        |84        |27.53       |-0.4193   |28.94     |0                              
2023-10-23|SA405P1600|108.00    |113.00    |130.00    |113.00    |114.00    |120.00    |6.00      |12.00     |219       |110       |104       |53.73       |-0.4444   |28.85     |0                              
2023-10-23|SA405P1620|118.00    |123.00    |134.00    |123.00    |130.00    |130.50    |12.00     |12.50     |131       |81        |81        |34.64       |-0.4693   |28.78     |0                              
2023-10-23|SA405P1640|128.00    |133.50    |145.00    |133.50    |134.50    |141.50    |6.50      |13.50     |123       |91        |91        |35.33       |-0.4940   |28.71     |0                              
2023-10-23|SA405P1660|139.50    |143.50    |159.00    |143.50    |146.00    |153.00    |6.50      |13.50     |145       |95        |95        |44.78       |-0.5190   |28.64     |0                              
2023-10-23|SA405P1680|151.00    |156.00    |175.00    |156.00    |158.00    |164.50    |7.00      |13.50     |142       |95        |93        |47.20       |-0.5436   |28.57     |0                              
2023-10-23|SA405P1700|162.50    |168.50    |182.00    |168.50    |181.00    |177.00    |18.50     |14.50     |138       |92        |91        |49.47       |-0.5673   |28.52     |0                              
2023-10-23|SA405P1720|175.00    |179.50    |194.00    |179.50    |194.00    |190.00    |19.00     |15.00     |122       |75        |75        |46.88       |-0.5912   |28.46     |0                              
2023-10-23|SA405P1740|188.00    |206.50    |206.50    |199.50    |199.50    |203.00    |11.50     |15.00     |3         |0         |0         |1.22        |-0.6150   |28.42     |0                              
2023-10-23|SA405P1760|201.00    |220.50    |220.50    |220.50    |220.50    |217.00    |19.50     |16.00     |1         |1         |1         |0.44        |-0.6367   |28.37     |0                              
2023-10-23|SA405P1780|214.50    |235.50    |236.00    |227.50    |227.50    |231.00    |13.00     |16.50     |7         |3         |3         |3.25        |-0.6585   |28.34     |0                              
2023-10-23|SA405P1800|229.00    |250.50    |251.00    |250.50    |251.00    |245.50    |22.00     |16.50     |5         |1         |1         |2.49        |-0.6804   |28.30     |0                              
2023-10-23|SA405P1820|243.00    |0.00      |0.00      |0.00      |0.00      |260.50    |17.50     |17.50     |0         |3         |0         |0.00        |-0.7005   |28.28     |0                              
2023-10-23|SA405P1840|257.50    |0.00      |0.00      |0.00      |0.00      |276.00    |18.50     |18.50     |0         |3         |0         |0.00        |-0.7196   |28.26     |0                              
2023-10-23|SA405P1860|273.00    |0.00      |0.00      |0.00      |0.00      |291.50    |18.50     |18.50     |0         |3         |0         |0.00        |-0.7387   |28.24     |0                              
2023-10-23|SA405P1880|288.50    |0.00      |0.00      |0.00      |0.00      |307.50    |19.00     |19.00     |0         |3         |0         |0.00        |-0.7576   |28.23     |0                              
2023-10-23|SA405P1900|304.50    |0.00      |0.00      |0.00      |0.00      |324.00    |19.50     |19.50     |0         |0         |0         |0.00        |-0.7736   |28.23     |0                              
2023-10-24|SA405C1360|281.00    |0.00      |0.00      |0.00      |0.00      |281.00    |0.00      |0.00      |0         |0         |0         |0.00        |0.8282    |28.76     |0                              
2023-10-24|SA405C1380|266.00    |0.00      |0.00      |0.00      |0.00      |265.00    |-1.00     |-1.00     |0         |0         |0         |0.00        |0.8104    |28.63     |0                              
2023-10-24|SA405C1400|251.50    |0.00      |0.00      |0.00      |0.00      |250.00    |-1.50     |-1.50     |0         |0         |0         |0.00        |0.7897    |28.50     |0                              
2023-10-24|SA405C1420|236.50    |0.00      |0.00      |0.00      |0.00      |235.00    |-1.50     |-1.50     |0         |0         |0         |0.00        |0.7689    |28.37     |0                              
2023-10-24|SA405C1440|223.00    |0.00      |0.00      |0.00      |0.00      |220.50    |-2.50     |-2.50     |0         |0         |0         |0.00        |0.7477    |28.24     |0                              
2023-10-24|SA405C1460|209.50    |0.00      |0.00      |0.00      |0.00      |207.00    |-2.50     |-2.50     |0         |0         |0         |0.00        |0.7244    |28.11     |0                              
2023-10-24|SA405C1480|196.50    |0.00      |0.00      |0.00      |0.00      |193.50    |-3.00     |-3.00     |0         |1         |0         |0.00        |0.7011    |27.98     |0                              
2023-10-24|SA405C1500|184.00    |0.00      |0.00      |0.00      |0.00      |180.50    |-3.50     |-3.50     |0         |0         |0         |0.00        |0.6772    |27.86     |0                              
2023-10-24|SA405C1520|172.00    |169.50    |169.50    |166.00    |169.50    |168.50    |-2.50     |-3.50     |4         |5         |2         |1.34        |0.6519    |27.73     |0                              
2023-10-24|SA405C1540|160.50    |0.00      |0.00      |0.00      |0.00      |156.50    |-4.00     |-4.00     |0         |0         |0         |0.00        |0.6266    |27.61     |0                              
2023-10-24|SA405C1560|149.50    |0.00      |0.00      |0.00      |0.00      |145.00    |-4.50     |-4.50     |0         |13        |0         |0.00        |0.6009    |27.49     |0                              
2023-10-24|SA405C1580|139.50    |0.00      |0.00      |0.00      |0.00      |134.50    |-5.00     |-5.00     |0         |11        |0         |0.00        |0.5746    |27.37     |0                              
2023-10-24|SA405C1600|129.00    |124.00    |126.50    |121.50    |126.50    |124.00    |-2.50     |-5.00     |10        |24        |2         |2.47        |0.5481    |27.25     |0                              
2023-10-24|SA405C1620|119.50    |114.00    |114.00    |112.50    |112.50    |114.00    |-7.00     |-5.50     |6         |16        |4         |1.36        |0.5216    |27.14     |0                              
2023-10-24|SA405C1640|111.00    |107.00    |107.00    |104.00    |107.00    |105.50    |-4.00     |-5.50     |20        |28        |10        |4.24        |0.4951    |27.03     |0                              
2023-10-24|SA405C1660|102.50    |0.00      |0.00      |0.00      |0.00      |96.50     |-6.00     |-6.00     |0         |22        |0         |0.00        |0.4686    |26.92     |0                              
2023-10-24|SA405C1680|94.50     |85.50     |85.50     |85.50     |85.50     |88.00     |-9.00     |-6.50     |1         |30        |1         |0.17        |0.4423    |26.81     |0                              
2023-10-24|SA405C1700|87.50     |80.00     |82.00     |76.50     |82.00     |81.00     |-5.50     |-6.50     |384       |1176     |315       |60.43       |0.4168    |26.71     |0                              
2023-10-24|SA405C1720|80.00     |0.00      |0.00      |0.00      |0.00      |73.50     |-6.50     |-6.50     |0         |15        |0         |0.00        |0.3913    |26.61     |0                              
2023-10-24|SA405C1740|73.00     |65.50     |68.00     |64.50     |68.00     |67.00     |-5.00     |-6.00     |31        |308       |11        |4.16        |0.3663    |26.53     |0                              
2023-10-24|SA405C1760|67.50     |59.50     |59.50     |59.50     |59.50     |61.00     |-8.00     |-6.50     |20        |263       |-10       |2.38        |0.3431    |26.47     |0                              
2023-10-24|SA405C1780|62.00     |53.00     |54.00     |53.00     |53.50     |55.50     |-8.50     |-6.50     |28        |306       |28        |2.97        |0.3200    |26.44     |0                              
2023-10-24|SA405C1800|56.50     |52.50     |52.50     |49.00     |49.00     |50.00     |-7.50     |-6.50     |38        |316       |-19       |3.80        |0.2976    |26.45     |0                              
2023-10-24|SA405C1820|51.50     |46.50     |46.50     |46.50     |46.50     |46.00     |-5.00     |-5.50     |2         |159       |2         |0.19        |0.2781    |26.49     |0                              
2023-10-24|SA405C1840|47.50     |42.00     |42.00     |42.00     |42.00     |42.00     |-5.50     |-5.50     |2         |66        |2         |0.17        |0.2589    |26.55     |0                              
2023-10-24|SA405C1860|43.00     |0.00      |0.00      |0.00      |0.00      |38.00     |-5.00     |-5.00     |0         |8         |0         |0.00        |0.2399    |26.62     |0                              
2023-10-24|SA405C1880|39.00     |32.00     |34.50     |32.00     |34.50     |35.00     |-4.50     |-4.00     |7         |229       |0         |0.46        |0.2234    |26.70     |0                              
2023-10-24|SA405C1900|36.00     |33.50     |33.50     |30.00     |32.50     |32.00     |-3.50     |-4.00     |66        |155       |24        |4.19        |0.2078    |26.79     |0                              
2023-10-24|SA405P1360|34.50     |29.50     |31.00     |29.00     |29.50     |30.50     |-5.00     |-4.00     |11        |11        |11        |0.66        |-0.1644   |28.76     |0                              
2023-10-24|SA405P1380|39.50     |38.00     |38.00     |34.00     |35.00     |34.50     |-4.50     |-5.00     |7         |67        |-3        |0.50        |-0.1817   |28.63     |0                              
2023-10-24|SA405P1400|44.50     |40.00     |40.00     |38.50     |39.00     |39.50     |-5.50     |-5.00     |31        |44        |31        |2.43        |-0.2018   |28.50     |0                              
2023-10-24|SA405P1420|49.50     |44.00     |44.00     |44.00     |44.00     |44.50     |-5.50     |-5.00     |2         |15        |0         |0.18        |-0.2221   |28.37     |0                              
2023-10-24|SA405P1440|56.00     |48.50     |48.50     |48.50     |48.50     |49.50     |-7.50     |-6.50     |1         |11        |1         |0.10        |-0.2429   |28.24     |0                              
2023-10-24|SA405P1460|62.50     |55.00     |55.00     |55.00     |55.00     |56.00     |-7.50     |-6.50     |10        |33        |10        |1.10        |-0.2657   |28.11     |0                              
2023-10-24|SA405P1480|68.50     |0.00      |0.00      |0.00      |0.00      |62.00     |-6.50     |-6.50     |0         |45        |0         |0.00        |-0.2887   |27.98     |0                              
2023-10-24|SA405P1500|76.50     |70.00     |70.00     |67.50     |68.00     |69.00     |-8.50     |-7.50     |17        |32        |16        |2.33        |-0.3124   |27.86     |0                              
2023-10-24|SA405P1520|84.00     |0.00      |0.00      |0.00      |0.00      |76.50     |-7.50     |-7.50     |0         |11        |0         |0.00        |-0.3373   |27.73     |0                              
2023-10-24|SA405P1540|92.00     |84.00     |84.00     |84.00     |84.00     |84.50     |-8.00     |-7.50     |2         |30        |0         |0.34        |-0.3625   |27.61     |0                              
2023-10-24|SA405P1560|101.00    |93.50     |93.50     |93.50     |93.50     |92.50     |-7.50     |-8.50     |2         |70        |0         |0.37        |-0.3881   |27.49     |0                              
2023-10-24|SA405P1580|110.50    |104.00    |105.00    |103.00    |103.00    |102.00    |-7.50     |-8.50     |29        |89        |5         |5.99        |-0.4142   |27.37     |0                              
2023-10-24|SA405P1600|120.00    |113.00    |113.00    |112.00    |113.00    |111.50    |-7.00     |-8.50     |3         |111       |1         |0.68        |-0.4407   |27.25     |0                              
2023-10-24|SA405P1620|130.50    |0.00      |0.00      |0.00      |0.00      |121.00    |-9.50     |-9.50     |0         |81        |0         |0.00        |-0.4672   |27.14     |0                              
2023-10-24|SA405P1640|141.50    |133.00    |133.00    |133.00    |133.00    |132.00    |-8.50     |-9.50     |1         |90        |-1        |0.27        |-0.4936   |27.03     |0                              
2023-10-24|SA405P1660|153.00    |139.00    |139.00    |139.00    |139.00    |143.00    |-14.00    |-10.00    |1         |96        |1         |0.28        |-0.5203   |26.92     |0                              
2023-10-24|SA405P1680|164.50    |153.50    |153.50    |153.50    |153.50    |154.50    |-11.00    |-10.00    |10        |95        |0         |3.07        |-0.5467   |26.81     |0                              
2023-10-24|SA405P1700|177.00    |170.00    |170.00    |170.00    |170.00    |167.00    |-7.00     |-10.00    |5         |87        |-5        |1.70        |-0.5723   |26.71     |0                              
2023-10-24|SA405P1720|190.00    |183.00    |183.00    |183.00    |183.00    |179.50    |-7.00     |-10.50    |5         |70        |-5        |1.83        |-0.5981   |26.61     |0                              
2023-10-24|SA405P1740|203.00    |0.00      |0.00      |0.00      |0.00      |192.50    |-10.50    |-10.50    |0         |0         |0         |0.00        |-0.6234   |26.53     |0                              
2023-10-24|SA405P1760|217.00    |0.00      |0.00      |0.00      |0.00      |206.50    |-10.50    |-10.50    |0         |1         |0         |0.00        |-0.6469   |26.47     |0                              
2023-10-24|SA405P1780|231.00    |0.00      |0.00      |0.00      |0.00      |220.50    |-10.50    |-10.50    |0         |3         |0         |0.00        |-0.6704   |26.44     |0                              
2023-10-24|SA405P1800|245.50    |0.00      |0.00      |0.00      |0.00      |235.00    |-10.50    |-10.50    |0         |1         |0         |0.00        |-0.6932   |26.45     |0                              
2023-10-24|SA405P1820|260.50    |0.00      |0.00      |0.00      |0.00      |251.00    |-9.50     |-9.50     |0         |3         |0         |0.00        |-0.7131   |26.49     |0                              
2023-10-24|SA405P1840|276.00    |0.00      |0.00      |0.00      |0.00      |266.50    |-9.50     |-9.50     |0         |3         |0         |0.00        |-0.7328   |26.55     |0                              
2023-10-24|SA405P1860|291.50    |0.00      |0.00      |0.00      |0.00      |282.50    |-9.00     |-9.00     |0         |3         |0         |0.00        |-0.7523   |26.62     |0                              
