date|code|pre_js|open|high|low|close|cur_js|zd_one|zd_two|cj_volume|cc_volume|zj_volume|cj_amount|DELTA|yhbdl|xql
2023-10-20|SA401P1460|13.00     |10.00     |10.00     |7.00      |9.50      |7.00      |-3.50     |-6.00     |713       |479       |479       |11.00       |-0.0733   |30.67     |0                              
2023-10-20|SA401P1480|16.00     |9.00      |10.50     |8.50      |10.00     |9.00      |-6.00     |-7.00     |488       |411       |411       |9.28        |-0.0908   |30.57     |0                              
2023-10-20|SA401P1500|19.50     |10.00     |15.50     |10.00     |15.00     |11.50     |-4.50     |-8.00     |9344     |8615     |8615     |225.51      |-0.1101   |30.48     |0                              
2023-10-20|SA401P1520|23.50     |19.50     |19.50     |13.50     |15.00     |14.00     |-8.50     |-9.50     |848       |673       |673       |24.41       |-0.1326   |30.41     |0                              
2023-10-20|SA401P1540|27.50     |18.00     |18.00     |16.00     |17.50     |17.50     |-10.00    |-10.00    |331       |284       |284       |11.45       |-0.1577   |30.36     |0                              
2023-10-20|SA401P1560|32.50     |20.50     |21.50     |20.00     |21.50     |21.50     |-11.00    |-11.00    |557       |532       |532       |23.36       |-0.1854   |30.32     |0                              
2023-10-20|SA401P1580|38.00     |29.00     |29.00     |24.00     |26.00     |26.50     |-12.00    |-11.50    |770       |698       |698       |39.37       |-0.2163   |30.31     |0                              
2023-10-20|SA401P1600|44.50     |54.50     |54.50     |28.00     |32.50     |31.50     |-12.00    |-13.00    |1946     |1641     |1641     |120.08      |-0.2486   |30.31     |0                              
2023-10-20|SA401P1620|51.00     |42.50     |42.50     |35.50     |39.50     |38.00     |-11.50    |-13.00    |101       |53        |53        |7.57        |-0.2842   |30.32     |0                              
2023-10-20|SA401P1640|58.50     |60.00     |60.00     |40.50     |46.50     |44.50     |-12.00    |-14.00    |95        |52        |52        |8.47        |-0.3204   |30.35     |0                              
2023-10-20|SA401P1660|66.50     |53.50     |70.50     |48.50     |53.00     |52.50     |-13.50    |-14.00    |286       |176       |176       |28.91       |-0.3591   |30.40     |0                              
2023-10-20|SA401P1680|75.00     |60.50     |75.00     |57.00     |62.50     |61.00     |-12.50    |-14.00    |69        |49        |49        |8.34        |-0.3978   |30.47     |0                              
2023-10-20|SA401P1700|85.00     |104.50    |104.50    |65.50     |72.50     |71.00     |-12.50    |-14.00    |404       |221       |221       |57.94       |-0.4373   |30.55     |0                              
2023-10-20|SA401P1720|94.50     |70.00     |86.50     |70.00     |85.50     |81.00     |-9.00     |-13.50    |788       |492       |492       |123.90      |-0.4767   |30.64     |0                              
2023-10-20|SA401P1740|105.50    |90.00     |127.00    |86.50     |94.50     |92.50     |-11.00    |-13.00    |99        |50        |50        |18.22       |-0.5154   |30.75     |0                              
2023-10-20|SA401P1760|117.00    |103.00    |105.00    |99.50     |99.50     |104.00    |-17.50    |-13.00    |132       |65        |65        |26.92       |-0.5537   |30.87     |0                              
2023-10-20|SA401P1780|129.00    |114.50    |114.50    |114.50    |114.50    |117.00    |-14.50    |-12.00    |2         |2         |2         |0.46        |-0.5898   |31.01     |0                              
2023-10-20|SA401P1800|142.00    |128.00    |133.00    |125.00    |133.00    |130.00    |-9.00     |-12.00    |18        |11        |11        |4.62        |-0.6255   |31.16     |0                              
2023-10-20|SA401P1820|154.50    |0.00      |0.00      |0.00      |0.00      |144.50    |-10.00    |-10.00    |0         |0         |0         |0.00        |-0.6583   |31.32     |0                              
2023-10-20|SA401P1840|168.50    |0.00      |0.00      |0.00      |0.00      |159.00    |-9.50     |-9.50     |0         |0         |0         |0.00        |-0.6901   |31.49     |0                              
2023-10-20|SA401P1860|183.00    |0.00      |0.00      |0.00      |0.00      |174.50    |-8.50     |-8.50     |0         |0         |0         |0.00        |-0.7193   |31.67     |0                              
2023-10-20|SA401P1880|197.50    |0.00      |0.00      |0.00      |0.00      |190.00    |-7.50     |-7.50     |0         |0         |0         |0.00        |-0.7464   |31.86     |0                              
2023-10-20|SA401P1900|213.00    |200.00    |210.00    |193.50    |198.50    |206.50    |-14.50    |-6.50     |5         |0         |0         |2.02        |-0.7725   |32.05     |0                              
2023-10-20|SA401P1920|228.50    |0.00      |0.00      |0.00      |0.00      |223.50    |-5.00     |-5.00     |0         |0         |0         |0.00        |-0.7946   |32.26     |0                              
2023-10-20|SA401P1940|245.00    |0.00      |0.00      |0.00      |0.00      |240.50    |-4.50     |-4.50     |0         |0         |0         |0.00        |-0.8165   |32.47     |0                              
2023-10-20|SA401P1960|261.50    |0.00      |0.00      |0.00      |0.00      |258.00    |-3.50     |-3.50     |0         |0         |0         |0.00        |-0.8355   |32.69     |0                              
2023-10-20|SA401P1980|278.00    |0.00      |0.00      |0.00      |0.00      |275.50    |-2.50     |-2.50     |0         |0         |0         |0.00        |-0.8526   |32.92     |0                              
2023-10-20|SA401P2000|295.50    |0.00      |0.00      |0.00      |0.00      |293.50    |-2.00     |-2.00     |0         |0         |0         |0.00        |-0.8694   |33.15     |0                              
2023-10-23|SA401C1460|265.00    |0.00      |0.00      |0.00      |0.00      |234.50    |-30.50    |-30.50    |0         |0         |0         |0.00        |0.8798    |33.88     |0                              
2023-10-23|SA401C1480|247.50    |215.50    |215.50    |215.50    |215.50    |217.50    |-32.00    |-30.00    |1         |1         |1         |0.43        |0.8582    |33.79     |0                              
2023-10-23|SA401C1500|229.50    |202.00    |202.00    |200.00    |200.00    |201.00    |-29.50    |-28.50    |2         |3         |2         |0.80        |0.8326    |33.70     |0                              
2023-10-23|SA401C1520|212.50    |0.00      |0.00      |0.00      |0.00      |185.00    |-27.50    |-27.50    |0         |1         |0         |0.00        |0.8064    |33.61     |0                              
2023-10-23|SA401C1540|196.00    |0.00      |0.00      |0.00      |0.00      |170.00    |-26.00    |-26.00    |0         |0         |0         |0.00        |0.7761    |33.53     |0                              
2023-10-23|SA401C1560|180.00    |0.00      |0.00      |0.00      |0.00      |155.50    |-24.50    |-24.50    |0         |0         |0         |0.00        |0.7456    |33.44     |0                              
2023-10-23|SA401C1580|165.00    |0.00      |0.00      |0.00      |0.00      |141.50    |-23.50    |-23.50    |0         |0         |0         |0.00        |0.7114    |33.36     |0                              
2023-10-23|SA401C1600|150.00    |120.00    |128.00    |120.00    |128.00    |128.00    |-22.00    |-22.00    |13        |13        |13        |3.28        |0.6771    |33.28     |0                              
2023-10-23|SA401C1620|136.50    |118.50    |123.00    |107.50    |108.00    |116.00    |-28.50    |-20.50    |32        |9         |9         |7.32        |0.6402    |33.19     |0                              
2023-10-23|SA401C1640|123.50    |122.50    |123.00    |86.00     |104.00    |104.00    |-19.50    |-19.50    |192       |103       |81        |41.73       |0.6031    |33.11     |0                              
2023-10-23|SA401C1660|111.50    |110.50    |111.00    |83.00     |97.00     |93.50     |-14.50    |-18.00    |362       |190       |167       |67.31       |0.5649    |33.03     |0                              
2023-10-23|SA401C1680|100.00    |99.50     |100.00    |74.00     |84.50     |83.00     |-15.50    |-17.00    |365       |177       |165       |61.40       |0.5264    |32.95     |0                              
2023-10-23|SA401C1700|90.00     |93.00     |93.00     |65.00     |76.00     |74.50     |-14.00    |-15.50    |715       |531       |169       |106.17      |0.4885    |33.02     |0                              
2023-10-23|SA401C1720|80.00     |76.00     |82.50     |57.00     |66.00     |66.00     |-14.00    |-14.00    |3434     |2152     |1238     |444.20      |0.4508    |33.09     |0                              
2023-10-23|SA401C1740|71.50     |69.00     |69.00     |50.00     |64.00     |58.50     |-7.50     |-13.00    |933       |534       |409       |108.09      |0.4148    |33.17     |0                              
2023-10-23|SA401C1760|63.00     |66.00     |66.00     |44.00     |51.00     |51.50     |-12.00    |-11.50    |937       |810       |492       |96.73       |0.3794    |33.25     |0                              
2023-10-23|SA401C1780|56.00     |57.00     |58.00     |38.00     |43.00     |45.50     |-13.00    |-10.50    |500       |240       |220       |44.04       |0.3460    |33.33     |0                              
2023-10-23|SA401C1800|49.50     |48.00     |52.00     |32.50     |39.00     |40.00     |-10.50    |-9.50     |3392     |2122     |1345     |265.10      |0.3141    |33.40     |0                              
2023-10-23|SA401C1820|44.00     |44.00     |45.50     |29.00     |34.00     |35.00     |-10.00    |-9.00     |318       |92        |36        |22.83       |0.2836    |33.48     |0                              
2023-10-23|SA401C1840|38.50     |37.00     |37.00     |25.00     |28.00     |30.50     |-10.50    |-8.00     |462       |296       |139       |27.94       |0.2559    |33.55     |0                              
2023-10-23|SA401C1860|34.00     |33.50     |35.50     |22.00     |25.00     |26.50     |-9.00     |-7.50     |731       |566       |278       |40.13       |0.2283    |33.62     |0                              
2023-10-23|SA401C1880|30.00     |29.00     |31.50     |19.00     |22.50     |23.00     |-7.50     |-7.00     |737       |378       |347       |35.02       |0.2051    |33.69     |0                              
2023-10-23|SA401C1900|26.00     |23.00     |28.00     |17.00     |19.00     |20.00     |-7.00     |-6.00     |1404     |991       |662       |59.63       |0.1821    |33.76     |0                              
2023-10-23|SA401C1920|23.00     |25.00     |25.00     |15.00     |17.00     |17.00     |-6.00     |-6.00     |633       |526       |359       |24.16       |0.1617    |33.83     |0                              
2023-10-23|SA401C1940|20.00     |21.00     |22.50     |13.50     |14.50     |15.00     |-5.50     |-5.00     |219       |114       |83        |7.47        |0.1432    |33.90     |0                              
2023-10-23|SA401C1960|17.50     |19.00     |19.00     |11.50     |13.00     |12.50     |-4.50     |-5.00     |151       |135       |17        |4.46        |0.1251    |33.97     |0                              
2023-10-23|SA401C1980|15.50     |16.00     |17.50     |9.50      |12.00     |11.00     |-3.50     |-4.50     |506       |536       |205       |12.24       |0.1109    |34.04     |0                              
2023-10-23|SA401C2000|13.50     |14.50     |16.50     |9.00      |11.00     |9.50      |-2.50     |-4.00     |6843     |6043     |3138     |162.66      |0.0968    |34.10     |0                              
2023-10-23|SA401P1460|7.00      |8.00      |22.00     |8.00      |13.50     |13.00     |6.50      |6.00      |3930     |2645     |2166     |124.18      |-0.1182   |33.88     |0                              
2023-10-23|SA401P1480|9.00      |10.00     |23.50     |10.00     |16.00     |16.00     |7.00      |7.00      |978       |525       |114       |35.43       |-0.1395   |33.79     |0                              
2023-10-23|SA401P1500|11.50     |13.00     |30.00     |13.00     |19.00     |20.00     |7.50      |8.50      |14782    |12151    |3536     |622.40      |-0.1648   |33.70     |0                              
2023-10-23|SA401P1520|14.00     |15.00     |32.50     |15.00     |23.50     |23.50     |9.50      |9.50      |839       |851       |178       |41.81       |-0.1908   |33.61     |0                              
2023-10-23|SA401P1540|17.50     |20.00     |36.50     |20.00     |27.50     |28.50     |10.00     |11.00     |379       |324       |40        |22.75       |-0.2208   |33.53     |0                              
2023-10-23|SA401P1560|21.50     |22.50     |43.50     |22.50     |31.00     |33.50     |9.50      |12.00     |447       |593       |61        |31.36       |-0.2513   |33.44     |0                              
2023-10-23|SA401P1580|26.50     |30.00     |50.50     |30.00     |37.50     |40.00     |11.00     |13.50     |409       |735       |37        |33.47       |-0.2853   |33.36     |0                              
2023-10-23|SA401P1600|31.50     |31.50     |57.00     |30.00     |43.50     |46.50     |12.00     |15.00     |3660     |1789     |148       |343.55      |-0.3195   |33.28     |0                              
2023-10-23|SA401P1620|38.00     |51.50     |173.00    |38.50     |51.50     |54.50     |13.50     |16.50     |418       |166       |113       |47.21       |-0.3563   |33.19     |0                              
2023-10-23|SA401P1640|44.50     |49.00     |74.50     |49.00     |59.00     |62.00     |14.50     |17.50     |432       |166       |114       |54.34       |-0.3933   |33.11     |0                              
2023-10-23|SA401P1660|52.50     |55.50     |85.50     |54.00     |65.50     |71.50     |13.00     |19.00     |619       |231       |55        |90.93       |-0.4315   |33.03     |0                              
2023-10-23|SA401P1680|61.00     |65.00     |96.50     |65.00     |78.50     |81.00     |17.50     |20.00     |410       |141       |92        |67.41       |-0.4700   |32.95     |0                              
2023-10-23|SA401P1700|71.00     |73.00     |107.50    |69.00     |88.00     |92.50     |17.00     |21.50     |784       |277       |56        |138.39      |-0.5079   |33.02     |0                              
2023-10-23|SA401P1720|81.00     |85.00     |121.50    |77.50     |98.00     |104.00    |17.00     |23.00     |738       |608       |116       |157.64      |-0.5456   |33.09     |0                              
2023-10-23|SA401P1740|92.50     |92.00     |135.00    |92.00     |110.00    |116.50    |17.50     |24.00     |145       |80        |30        |34.35       |-0.5817   |33.17     |0                              
2023-10-23|SA401P1760|104.00    |113.00    |140.50    |113.00    |123.00    |129.50    |19.00     |25.50     |151       |47        |-18       |39.28       |-0.6172   |33.25     |0                              
2023-10-23|SA401P1780|117.00    |126.50    |150.00    |126.50    |137.50    |143.00    |20.50     |26.00     |20        |13        |11        |5.72        |-0.6506   |33.33     |0                              
2023-10-23|SA401P1800|130.00    |158.00    |175.00    |149.00    |150.00    |157.50    |20.00     |27.50     |560       |35        |24        |187.80      |-0.6827   |33.40     |0                              
2023-10-23|SA401P1820|144.50    |0.00      |0.00      |0.00      |0.00      |172.50    |28.00     |28.00     |0         |0         |0         |0.00        |-0.7133   |33.48     |0                              
2023-10-23|SA401P1840|159.00    |0.00      |0.00      |0.00      |0.00      |188.00    |29.00     |29.00     |0         |0         |0         |0.00        |-0.7412   |33.55     |0                              
2023-10-23|SA401P1860|174.50    |0.00      |0.00      |0.00      |0.00      |204.00    |29.50     |29.50     |0         |0         |0         |0.00        |-0.7690   |33.62     |0                              
2023-10-23|SA401P1880|190.00    |0.00      |0.00      |0.00      |0.00      |220.50    |30.50     |30.50     |0         |0         |0         |0.00        |-0.7923   |33.69     |0                              
2023-10-23|SA401P1900|206.50    |0.00      |0.00      |0.00      |0.00      |237.00    |30.50     |30.50     |0         |0         |0         |0.00        |-0.8156   |33.76     |0                              
2023-10-23|SA401P1920|223.50    |0.00      |0.00      |0.00      |0.00      |254.50    |31.00     |31.00     |0         |0         |0         |0.00        |-0.8362   |33.83     |0                              
2023-10-23|SA401P1940|240.50    |0.00      |0.00      |0.00      |0.00      |272.00    |31.50     |31.50     |0         |0         |0         |0.00        |-0.8549   |33.90     |0                              
2023-10-23|SA401P1960|258.00    |0.00      |0.00      |0.00      |0.00      |290.00    |32.00     |32.00     |0         |0         |0         |0.00        |-0.8733   |33.97     |0                              
2023-10-23|SA401P1980|275.50    |0.00      |0.00      |0.00      |0.00      |308.00    |32.50     |32.50     |0         |0         |0         |0.00        |-0.8878   |34.04     |0                              
2023-10-23|SA401P2000|293.50    |0.00      |0.00      |0.00      |0.00      |326.50    |33.00     |33.00     |0         |0         |0         |0.00        |-0.9022   |34.10     |0                              
2023-10-24|SA401C1420|269.50    |287.50    |287.50    |278.50    |278.50    |278.50    |9.00      |9.00      |2         |0         |0         |1.13        |0.9154    |35.77     |1                              
2023-10-24|SA401C1440|251.50    |0.00      |0.00      |0.00      |0.00      |260.00    |8.50      |8.50      |0         |0         |0         |0.00        |0.9007    |35.34     |0                              
2023-10-24|SA401C1460|234.50    |256.00    |256.00    |249.50    |249.50    |242.50    |15.00     |8.00      |5         |5         |5         |2.51        |0.8828    |34.93     |0                              
2023-10-24|SA401C1480|217.50    |0.00      |0.00      |0.00      |0.00      |225.00    |7.50      |7.50      |0         |1         |0         |0.00        |0.8636    |34.53     |0                              
2023-10-24|SA401C1500|201.00    |0.00      |0.00      |0.00      |0.00      |208.00    |7.00      |7.00      |0         |3         |0         |0.00        |0.8414    |34.15     |0                              
2023-10-24|SA401C1520|185.00    |175.00    |175.00    |175.00    |175.00    |191.50    |-10.00    |6.50      |1         |1         |0         |0.35        |0.8171    |33.77     |0                              
2023-10-24|SA401C1540|170.00    |183.50    |183.50    |174.50    |174.50    |175.50    |4.50      |5.50      |2         |1         |1         |0.72        |0.7902    |33.41     |0                              
2023-10-24|SA401C1560|155.50    |0.00      |0.00      |0.00      |0.00      |160.00    |4.50      |4.50      |0         |0         |0         |0.00        |0.7608    |33.07     |0                              
2023-10-24|SA401C1580|141.50    |0.00      |0.00      |0.00      |0.00      |145.50    |4.00      |4.00      |0         |0         |0         |0.00        |0.7291    |32.75     |0                              
2023-10-24|SA401C1600|128.00    |0.00      |0.00      |0.00      |0.00      |131.50    |3.50      |3.50      |0         |13        |0         |0.00        |0.6949    |32.44     |0                              
2023-10-24|SA401C1620|116.00    |119.00    |121.50    |109.50    |116.00    |118.00    |0.00      |2.00      |21        |19        |10        |4.83        |0.6590    |32.16     |0                              
2023-10-24|SA401C1640|104.00    |105.00    |110.50    |96.00     |103.00    |105.50    |-1.00     |1.50      |10        |105       |2         |2.07        |0.6210    |31.90     |0                              
2023-10-24|SA401C1660|93.50     |95.00     |101.00    |85.00     |91.00     |94.00     |-2.50     |0.50      |200       |209       |19        |36.42       |0.5818    |31.66     |0                              
2023-10-24|SA401C1680|83.00     |88.00     |89.00     |74.00     |81.00     |83.00     |-2.00     |0.00      |167       |213       |36        |26.88       |0.5416    |31.45     |0                              
2023-10-24|SA401C1700|74.50     |77.50     |81.00     |65.00     |71.50     |73.00     |-3.00     |-1.50     |581       |633       |102       |84.97       |0.5010    |31.27     |0                              
2023-10-24|SA401C1720|66.00     |67.00     |71.50     |56.50     |63.00     |64.00     |-3.00     |-2.00     |1648     |2150     |-2        |209.50      |0.4603    |31.12     |0                              
2023-10-24|SA401C1740|58.50     |60.00     |61.50     |49.00     |54.00     |56.00     |-4.50     |-2.50     |521       |668       |134       |54.72       |0.4205    |31.01     |0                              
2023-10-24|SA401C1760|51.50     |52.00     |53.00     |42.00     |47.00     |48.50     |-4.50     |-3.00     |273       |809       |-1        |26.23       |0.3815    |30.93     |0                              
2023-10-24|SA401C1780|45.50     |45.00     |45.50     |36.50     |41.00     |42.00     |-4.50     |-3.50     |206       |392       |152       |16.05       |0.3445    |30.89     |0                              
2023-10-24|SA401C1800|40.00     |40.00     |42.00     |30.00     |35.00     |36.50     |-5.00     |-3.50     |3086     |3641     |1519     |212.15      |0.3092    |30.90     |0                              
2023-10-24|SA401C1820|35.00     |35.50     |35.50     |26.50     |30.50     |31.50     |-4.50     |-3.50     |80        |128       |36        |4.88        |0.2764    |30.95     |0                              
2023-10-24|SA401C1840|30.50     |30.00     |30.00     |23.00     |26.50     |27.00     |-4.00     |-3.50     |117       |356       |60        |6.14        |0.2463    |31.05     |0                              
2023-10-24|SA401C1860|26.50     |25.00     |26.50     |19.50     |23.00     |23.00     |-3.50     |-3.50     |277       |715       |149       |12.79       |0.2185    |31.19     |0                              
2023-10-24|SA401C1880|23.00     |22.50     |22.50     |16.00     |20.00     |20.00     |-3.00     |-3.00     |461       |667       |289       |18.91       |0.1944    |31.39     |0                              
2023-10-24|SA401C1900|20.00     |19.00     |20.00     |14.50     |17.50     |17.00     |-2.50     |-3.00     |764       |1225     |234       |27.08       |0.1712    |31.64     |0                              
2023-10-24|SA401C1920|17.00     |16.00     |17.50     |12.50     |15.00     |15.00     |-2.00     |-2.00     |290       |656       |130       |8.39        |0.1531    |31.95     |0                              
2023-10-24|SA401C1940|15.00     |14.00     |15.50     |10.50     |12.00     |13.50     |-3.00     |-1.50     |124       |149       |35        |3.15        |0.1359    |32.30     |0                              
2023-10-24|SA401C1960|12.50     |12.00     |13.00     |9.00      |10.50     |11.50     |-2.00     |-1.00     |153       |189       |54        |3.38        |0.1209    |32.71     |0                              
2023-10-24|SA401C1980|11.00     |11.00     |12.00     |8.50      |9.50      |10.50     |-1.50     |-0.50     |477       |639       |103       |9.62        |0.1090    |33.17     |0                              
2023-10-24|SA401C2000|9.50      |11.00     |12.00     |7.50      |9.50      |9.50      |0.00      |0.00      |4382     |7401     |1358     |84.66       |0.0978    |33.67     |0                              
2023-10-24|SA401P1420|8.00      |9.50      |9.50      |8.00      |8.00      |9.00      |0.00      |1.00      |1119     |778       |778       |20.20       |-0.0831   |35.77     |0                              
2023-10-24|SA401P1440|10.50     |11.50     |20.00     |9.00      |10.50     |11.00     |0.00      |0.50      |289       |141       |141       |6.50        |-0.0976   |35.34     |0                              
2023-10-24|SA401P1460|13.00     |13.00     |15.00     |11.00     |12.50     |13.00     |-0.50     |0.00      |460       |2837     |192       |12.12       |-0.1152   |34.93     |0                              
2023-10-24|SA401P1480|16.00     |15.50     |17.50     |14.00     |14.50     |15.50     |-1.50     |-0.50     |298       |656       |131       |9.28        |-0.1342   |34.53     |0                              
2023-10-24|SA401P1500|20.00     |20.00     |22.00     |16.50     |18.50     |18.50     |-1.50     |-1.50     |5702     |13568    |1417     |220.95      |-0.1561   |34.15     |0                              
2023-10-24|SA401P1520|23.50     |22.50     |24.50     |19.50     |20.00     |22.00     |-3.50     |-1.50     |276       |891       |40        |12.57       |-0.1802   |33.77     |0                              
2023-10-24|SA401P1540|28.50     |27.50     |28.50     |23.00     |24.50     |26.00     |-4.00     |-2.50     |100       |337       |13        |5.29        |-0.2069   |33.41     |0                              
2023-10-24|SA401P1560|33.50     |32.00     |33.00     |25.00     |25.00     |30.50     |-8.50     |-3.00     |63        |606       |13        |3.77        |-0.2362   |33.07     |0                              
2023-10-24|SA401P1580|40.00     |39.00     |39.00     |32.50     |35.00     |36.00     |-5.00     |-4.00     |80        |749       |14        |5.60        |-0.2677   |32.75     |0                              
2023-10-24|SA401P1600|46.50     |44.50     |46.50     |37.00     |40.00     |41.50     |-6.50     |-5.00     |2131     |1909     |120       |179.12      |-0.3018   |32.44     |0                              
2023-10-24|SA401P1620|54.50     |47.00     |52.50     |43.00     |47.00     |48.50     |-7.50     |-6.00     |149       |220       |54        |14.76       |-0.3376   |32.16     |0                              
2023-10-24|SA401P1640|62.00     |54.50     |60.00     |50.50     |54.50     |56.00     |-7.50     |-6.00     |112       |214       |48        |12.57       |-0.3755   |31.90     |0                              
2023-10-24|SA401P1660|71.50     |66.00     |69.50     |58.50     |63.50     |64.00     |-8.00     |-7.50     |277       |287       |56        |35.96       |-0.4146   |31.66     |0                              
2023-10-24|SA401P1680|81.00     |74.50     |80.00     |66.50     |72.00     |73.00     |-9.00     |-8.00     |588       |395       |254       |87.31       |-0.4549   |31.45     |0                              
2023-10-24|SA401P1700|92.50     |81.50     |90.00     |75.00     |82.50     |83.00     |-10.00    |-9.50     |362       |379       |102       |58.76       |-0.4955   |31.27     |0                              
2023-10-24|SA401P1720|104.00    |93.50     |101.50    |87.50     |93.00     |94.00     |-11.00    |-10.00    |598       |640       |32        |111.93      |-0.5362   |31.12     |0                              
2023-10-24|SA401P1740|116.50    |109.00    |109.00    |104.50    |105.00    |105.50    |-11.50    |-11.00    |37        |68        |-12       |7.82        |-0.5760   |31.01     |0                              
2023-10-24|SA401P1760|129.50    |122.00    |127.00    |113.00    |118.00    |118.50    |-11.50    |-11.00    |35        |56        |9         |8.53        |-0.6151   |30.93     |0                              
2023-10-24|SA401P1780|143.00    |0.00      |0.00      |0.00      |0.00      |131.50    |-11.50    |-11.50    |0         |13        |0         |0.00        |-0.6522   |30.89     |0                              
2023-10-24|SA401P1800|157.50    |150.00    |150.00    |150.00    |150.00    |146.00    |-7.50     |-11.50    |1         |36        |1         |0.30        |-0.6876   |30.90     |0                              
