date|code|pre_js|open|high|low|close|cur_js|zd_one|zd_two|cj_volume|cc_volume|zj_volume|cj_amount|DELTA|yhbdl|xql
2023-10-20|SA409C1640|217.00    |0.00      |0.00      |0.00      |0.00      |212.00    |-5.00     |-5.00     |0         |0         |0         |0.00        |0.5586    |36.30     |0                              
2023-10-20|SA409C1660|208.00    |0.00      |0.00      |0.00      |0.00      |203.50    |-4.50     |-4.50     |0         |0         |0         |0.00        |0.5442    |36.30     |0                              
2023-10-20|SA409C1680|200.50    |0.00      |0.00      |0.00      |0.00      |196.00    |-4.50     |-4.50     |0         |0         |0         |0.00        |0.5300    |36.30     |0                              
2023-10-20|SA409C1700|192.50    |0.00      |0.00      |0.00      |0.00      |188.00    |-4.50     |-4.50     |0         |0         |0         |0.00        |0.5159    |36.30     |0                              
2023-10-20|SA409C1720|185.00    |0.00      |0.00      |0.00      |0.00      |180.50    |-4.50     |-4.50     |0         |0         |0         |0.00        |0.5018    |36.30     |0                              
2023-10-20|SA409C1740|177.00    |0.00      |0.00      |0.00      |0.00      |172.50    |-4.50     |-4.50     |0         |0         |0         |0.00        |0.4877    |36.30     |0                              
2023-10-20|SA409C1760|169.50    |0.00      |0.00      |0.00      |0.00      |165.00    |-4.50     |-4.50     |0         |0         |0         |0.00        |0.4737    |36.30     |0                              
2023-10-20|SA409C1780|162.50    |0.00      |0.00      |0.00      |0.00      |159.00    |-3.50     |-3.50     |0         |0         |0         |0.00        |0.4605    |36.30     |0                              
2023-10-20|SA409C1800|156.50    |0.00      |0.00      |0.00      |0.00      |152.50    |-4.00     |-4.00     |0         |0         |0         |0.00        |0.4474    |36.30     |0                              
2023-10-20|SA409C1820|150.00    |0.00      |0.00      |0.00      |0.00      |146.00    |-4.00     |-4.00     |0         |0         |0         |0.00        |0.4343    |36.30     |0                              
2023-10-20|SA409C1840|143.50    |0.00      |0.00      |0.00      |0.00      |140.00    |-3.50     |-3.50     |0         |0         |0         |0.00        |0.4212    |36.30     |0                              
2023-10-20|SA409C1860|137.50    |0.00      |0.00      |0.00      |0.00      |133.50    |-4.00     |-4.00     |0         |0         |0         |0.00        |0.4081    |36.30     |0                              
2023-10-20|SA409C1880|131.00    |0.00      |0.00      |0.00      |0.00      |127.50    |-3.50     |-3.50     |0         |0         |0         |0.00        |0.3953    |36.30     |0                              
2023-10-20|SA409C1900|126.00    |0.00      |0.00      |0.00      |0.00      |122.50    |-3.50     |-3.50     |0         |0         |0         |0.00        |0.3835    |36.30     |0                              
2023-10-20|SA409C1920|121.00    |37.00     |91.50     |37.00     |91.50     |117.50    |-29.50    |-3.50     |10        |8         |8         |1.31        |0.3718    |36.30     |0                              
2023-10-20|SA409P1400|95.00     |79.00     |79.00     |36.50     |50.00     |97.00     |-45.00    |2.00      |15        |10        |10        |1.84        |-0.2499   |36.30     |0                              
2023-10-20|SA409P1420|102.50    |86.00     |86.00     |86.00     |86.00     |104.00    |-16.50    |1.50      |3         |3         |3         |0.52        |-0.2636   |36.30     |0                              
2023-10-20|SA409P1440|109.50    |93.00     |93.00     |93.00     |93.00     |111.50    |-16.50    |2.00      |3         |3         |3         |0.56        |-0.2774   |36.30     |0                              
2023-10-20|SA409P1460|117.50    |0.00      |0.00      |0.00      |0.00      |119.50    |2.00      |2.00      |0         |0         |0         |0.00        |-0.2917   |36.30     |0                              
2023-10-20|SA409P1480|126.00    |108.00    |108.00    |108.00    |108.00    |128.50    |-18.00    |2.50      |3         |3         |3         |0.65        |-0.3062   |36.30     |0                              
2023-10-20|SA409P1500|135.00    |115.50    |115.50    |115.50    |115.50    |137.00    |-19.50    |2.00      |3         |3         |3         |0.69        |-0.3206   |36.30     |0                              
2023-10-20|SA409P1520|143.50    |124.00    |124.00    |124.00    |124.00    |146.00    |-19.50    |2.50      |3         |3         |3         |0.74        |-0.3351   |36.30     |0                              
2023-10-20|SA409P1540|152.50    |133.00    |133.00    |133.00    |133.00    |154.50    |-19.50    |2.00      |3         |3         |3         |0.80        |-0.3496   |36.30     |0                              
2023-10-20|SA409P1560|162.00    |142.50    |142.50    |142.50    |142.50    |165.00    |-19.50    |3.00      |3         |3         |3         |0.86        |-0.3642   |36.30     |0                              
2023-10-20|SA409P1580|172.50    |153.00    |153.00    |153.00    |153.00    |175.00    |-19.50    |2.50      |3         |3         |3         |0.92        |-0.3788   |36.30     |0                              
2023-10-20|SA409P1600|182.50    |0.00      |0.00      |0.00      |0.00      |185.50    |3.00      |3.00      |0         |0         |0         |0.00        |-0.3934   |36.30     |0                              
2023-10-20|SA409P1620|193.00    |0.00      |0.00      |0.00      |0.00      |195.50    |2.50      |2.50      |0         |0         |0         |0.00        |-0.4080   |36.30     |0                              
2023-10-20|SA409P1640|203.50    |180.00    |180.00    |175.00    |175.00    |206.00    |-28.50    |2.50      |2         |2         |2         |0.71        |-0.4227   |36.30     |0                              
2023-10-20|SA409P1660|214.00    |194.00    |194.00    |194.00    |194.00    |217.50    |-20.00    |3.50      |3         |3         |3         |1.16        |-0.4370   |36.30     |0                              
2023-10-20|SA409P1680|226.00    |0.00      |0.00      |0.00      |0.00      |229.50    |3.50      |3.50      |0         |0         |0         |0.00        |-0.4512   |36.30     |0                              
2023-10-20|SA409P1700|238.00    |0.00      |0.00      |0.00      |0.00      |241.00    |3.00      |3.00      |0         |0         |0         |0.00        |-0.4654   |36.30     |0                              
2023-10-20|SA409P1720|249.50    |0.00      |0.00      |0.00      |0.00      |253.00    |3.50      |3.50      |0         |0         |0         |0.00        |-0.4796   |36.30     |0                              
2023-10-20|SA409P1740|261.50    |0.00      |0.00      |0.00      |0.00      |265.00    |3.50      |3.50      |0         |0         |0         |0.00        |-0.4939   |36.30     |0                              
2023-10-20|SA409P1760|273.50    |0.00      |0.00      |0.00      |0.00      |277.00    |3.50      |3.50      |0         |0         |0         |0.00        |-0.5081   |36.30     |0                              
2023-10-20|SA409P1780|286.50    |0.00      |0.00      |0.00      |0.00      |290.50    |4.00      |4.00      |0         |0         |0         |0.00        |-0.5213   |36.30     |0                              
2023-10-20|SA409P1800|299.50    |0.00      |0.00      |0.00      |0.00      |303.50    |4.00      |4.00      |0         |0         |0         |0.00        |-0.5346   |36.30     |0                              
2023-10-20|SA409P1820|313.00    |0.00      |0.00      |0.00      |0.00      |317.00    |4.00      |4.00      |0         |0         |0         |0.00        |-0.5479   |36.30     |0                              
2023-10-20|SA409P1840|326.50    |0.00      |0.00      |0.00      |0.00      |330.50    |4.00      |4.00      |0         |0         |0         |0.00        |-0.5613   |36.30     |0                              
2023-10-20|SA409P1860|339.50    |0.00      |0.00      |0.00      |0.00      |343.50    |4.00      |4.00      |0         |0         |0         |0.00        |-0.5747   |36.30     |0                              
2023-10-20|SA409P1880|353.00    |0.00      |0.00      |0.00      |0.00      |357.50    |4.50      |4.50      |0         |0         |0         |0.00        |-0.5878   |36.30     |0                              
2023-10-20|SA409P1900|367.50    |0.00      |0.00      |0.00      |0.00      |372.00    |4.50      |4.50      |0         |0         |0         |0.00        |-0.5998   |36.30     |0                              
2023-10-20|SA409P1920|382.00    |0.00      |0.00      |0.00      |0.00      |386.50    |4.50      |4.50      |0         |0         |0         |0.00        |-0.6118   |36.30     |0                              
2023-10-23|SA409C1380|351.00    |0.00      |0.00      |0.00      |0.00      |298.50    |-52.50    |-52.50    |0         |0         |0         |0.00        |0.7688    |28.36     |0                              
2023-10-23|SA409C1400|338.50    |0.00      |0.00      |0.00      |0.00      |284.50    |-54.00    |-54.00    |0         |0         |0         |0.00        |0.7520    |28.26     |0                              
2023-10-23|SA409C1420|326.00    |0.00      |0.00      |0.00      |0.00      |271.00    |-55.00    |-55.00    |0         |0         |0         |0.00        |0.7341    |28.17     |0                              
2023-10-23|SA409C1440|313.50    |0.00      |0.00      |0.00      |0.00      |258.00    |-55.50    |-55.50    |0         |0         |0         |0.00        |0.7161    |28.07     |0                              
2023-10-23|SA409C1460|302.50    |0.00      |0.00      |0.00      |0.00      |245.00    |-57.50    |-57.50    |0         |0         |0         |0.00        |0.6981    |27.98     |0                              
2023-10-23|SA409C1480|291.50    |0.00      |0.00      |0.00      |0.00      |232.50    |-59.00    |-59.00    |0         |0         |0         |0.00        |0.6794    |27.89     |0                              
2023-10-23|SA409C1500|280.50    |0.00      |0.00      |0.00      |0.00      |220.50    |-60.00    |-60.00    |0         |0         |0         |0.00        |0.6602    |27.79     |0                              
2023-10-23|SA409C1520|269.50    |0.00      |0.00      |0.00      |0.00      |209.00    |-60.50    |-60.50    |0         |0         |0         |0.00        |0.6410    |27.70     |0                              
2023-10-23|SA409C1540|258.50    |0.00      |0.00      |0.00      |0.00      |197.50    |-61.00    |-61.00    |0         |0         |0         |0.00        |0.6217    |27.61     |0                              
2023-10-23|SA409C1560|249.00    |0.00      |0.00      |0.00      |0.00      |187.00    |-62.00    |-62.00    |0         |0         |0         |0.00        |0.6020    |27.52     |0                              
2023-10-23|SA409C1580|240.00    |0.00      |0.00      |0.00      |0.00      |177.00    |-63.00    |-63.00    |0         |0         |0         |0.00        |0.5822    |27.49     |0                              
2023-10-23|SA409C1600|230.50    |0.00      |0.00      |0.00      |0.00      |167.50    |-63.00    |-63.00    |0         |0         |0         |0.00        |0.5624    |27.52     |0                              
2023-10-23|SA409C1620|221.50    |0.00      |0.00      |0.00      |0.00      |158.00    |-63.50    |-63.50    |0         |0         |0         |0.00        |0.5428    |27.54     |0                              
2023-10-23|SA409C1640|212.00    |0.00      |0.00      |0.00      |0.00      |150.00    |-62.00    |-62.00    |0         |0         |0         |0.00        |0.5234    |27.56     |0                              
2023-10-23|SA409C1660|203.50    |139.00    |139.00    |139.00    |139.00    |142.00    |-64.50    |-61.50    |3         |3         |3         |0.83        |0.5043    |27.59     |0                              
2023-10-23|SA409C1680|196.00    |0.00      |0.00      |0.00      |0.00      |134.00    |-62.00    |-62.00    |0         |0         |0         |0.00        |0.4853    |27.61     |0                              
2023-10-23|SA409C1700|188.00    |0.00      |0.00      |0.00      |0.00      |126.00    |-62.00    |-62.00    |0         |0         |0         |0.00        |0.4663    |27.64     |0                              
2023-10-23|SA409C1720|180.50    |0.00      |0.00      |0.00      |0.00      |119.00    |-61.50    |-61.50    |0         |0         |0         |0.00        |0.4481    |27.66     |0                              
2023-10-23|SA409C1740|172.50    |0.00      |0.00      |0.00      |0.00      |112.50    |-60.00    |-60.00    |0         |0         |0         |0.00        |0.4304    |27.68     |0                              
2023-10-23|SA409C1760|165.00    |0.00      |0.00      |0.00      |0.00      |106.00    |-59.00    |-59.00    |0         |0         |0         |0.00        |0.4127    |27.71     |0                              
2023-10-23|SA409C1780|159.00    |97.50     |97.50     |97.50     |97.50     |99.50     |-61.50    |-59.50    |3         |3         |3         |0.59        |0.3951    |27.73     |0                              
2023-10-23|SA409C1800|152.50    |93.00     |95.50     |92.00     |94.50     |93.50     |-58.00    |-59.00    |16        |8         |8         |3.00        |0.3780    |27.75     |0                              
2023-10-23|SA409C1820|146.00    |87.00     |87.00     |87.00     |87.00     |88.50     |-59.00    |-57.50    |3         |3         |3         |0.52        |0.3622    |27.77     |0                              
2023-10-23|SA409C1840|140.00    |82.00     |82.00     |82.00     |82.00     |83.50     |-58.00    |-56.50    |3         |3         |3         |0.49        |0.3464    |27.80     |0                              
2023-10-23|SA409C1860|133.50    |76.00     |78.50     |76.00     |76.00     |78.50     |-57.50    |-55.00    |9         |6         |6         |1.38        |0.3307    |27.82     |0                              
2023-10-23|SA409C1880|127.50    |72.00     |73.50     |72.00     |73.50     |73.50     |-54.00    |-54.00    |6         |3         |3         |0.87        |0.3150    |27.84     |0                              
2023-10-23|SA409C1900|122.50    |68.00     |69.50     |64.50     |69.50     |69.00     |-53.00    |-53.50    |11        |7         |7         |1.49        |0.3007    |27.86     |0                              
2023-10-23|SA409C1920|117.50    |64.00     |67.50     |63.50     |65.50     |65.00     |-52.00    |-52.50    |41        |44        |36        |5.37        |0.2871    |27.88     |0                              
2023-10-23|SA409P1380|89.50     |56.50     |61.00     |56.50     |60.50     |59.00     |-29.00    |-30.50    |21        |13        |13        |2.46        |-0.2167   |28.36     |0                              
2023-10-23|SA409P1400|97.00     |58.50     |70.00     |50.00     |62.50     |64.50     |-34.50    |-32.50    |25        |25        |15        |3.17        |-0.2328   |28.26     |0                              
2023-10-23|SA409P1420|104.00    |68.00     |76.00     |68.00     |76.00     |71.00     |-28.00    |-33.00    |15        |9         |6         |2.16        |-0.2501   |28.17     |0                              
2023-10-23|SA409P1440|111.50    |75.50     |85.00     |75.50     |83.00     |77.50     |-28.50    |-34.00    |8         |7         |4         |1.29        |-0.2675   |28.07     |0                              
2023-10-23|SA409P1460|119.50    |82.50     |90.00     |82.50     |90.00     |84.00     |-29.50    |-35.50    |6         |3         |3         |1.04        |-0.2851   |27.98     |0                              
2023-10-23|SA409P1480|128.50    |90.50     |101.00    |90.50     |97.00     |91.00     |-31.50    |-37.50    |8         |7         |4         |1.52        |-0.3033   |27.89     |0                              
2023-10-23|SA409P1500|137.00    |98.50     |106.00    |98.50     |106.00    |99.00     |-31.00    |-38.00    |6         |6         |3         |1.23        |-0.3221   |27.79     |0                              
2023-10-23|SA409P1520|146.00    |106.50    |113.50    |106.50    |113.50    |107.00    |-32.50    |-39.00    |6         |6         |3         |1.32        |-0.3411   |27.70     |0                              
2023-10-23|SA409P1540|154.50    |115.50    |122.00    |115.50    |122.00    |115.00    |-32.50    |-39.50    |6         |6         |3         |1.43        |-0.3602   |27.61     |0                              
2023-10-23|SA409P1560|165.00    |125.00    |131.00    |125.00    |131.00    |124.00    |-34.00    |-41.00    |6         |6         |3         |1.54        |-0.3797   |27.52     |0                              
2023-10-23|SA409P1580|175.00    |134.50    |140.50    |134.50    |140.50    |134.00    |-34.50    |-41.00    |9         |6         |3         |2.49        |-0.3993   |27.49     |0                              
2023-10-23|SA409P1600|185.50    |145.00    |149.50    |145.00    |149.50    |144.00    |-36.00    |-41.50    |6         |3         |3         |1.77        |-0.4190   |27.52     |0                              
2023-10-23|SA409P1620|195.50    |157.00    |161.50    |157.00    |161.50    |154.00    |-34.00    |-41.50    |9         |3         |3         |2.88        |-0.4387   |27.54     |0                              
2023-10-23|SA409P1640|206.00    |168.50    |172.50    |168.50    |172.50    |165.50    |-33.50    |-40.50    |6         |5         |3         |2.05        |-0.4580   |27.56     |0                              
2023-10-23|SA409P1660|217.50    |180.00    |185.00    |179.50    |185.00    |177.00    |-32.50    |-40.50    |15        |9         |6         |5.47        |-0.4771   |27.59     |0                              
2023-10-23|SA409P1680|229.50    |191.50    |194.50    |191.50    |194.50    |189.00    |-35.00    |-40.50    |9         |3         |3         |3.48        |-0.4963   |27.61     |0                              
2023-10-23|SA409P1700|241.00    |203.50    |206.00    |203.50    |206.00    |200.50    |-35.00    |-40.50    |9         |3         |3         |3.69        |-0.5155   |27.64     |0                              
2023-10-23|SA409P1720|253.00    |216.50    |216.50    |216.50    |216.50    |213.50    |-36.50    |-39.50    |6         |3         |3         |2.60        |-0.5338   |27.66     |0                              
2023-10-23|SA409P1740|265.00    |0.00      |0.00      |0.00      |0.00      |226.50    |-38.50    |-38.50    |0         |0         |0         |0.00        |-0.5518   |27.68     |0                              
2023-10-23|SA409P1760|277.00    |0.00      |0.00      |0.00      |0.00      |239.50    |-37.50    |-37.50    |0         |0         |0         |0.00        |-0.5697   |27.71     |0                              
2023-10-23|SA409P1780|290.50    |0.00      |0.00      |0.00      |0.00      |253.00    |-37.50    |-37.50    |0         |0         |0         |0.00        |-0.5877   |27.73     |0                              
2023-10-23|SA409P1800|303.50    |0.00      |0.00      |0.00      |0.00      |266.50    |-37.00    |-37.00    |0         |0         |0         |0.00        |-0.6052   |27.75     |0                              
2023-10-23|SA409P1820|317.00    |0.00      |0.00      |0.00      |0.00      |281.00    |-36.00    |-36.00    |0         |0         |0         |0.00        |-0.6214   |27.77     |0                              
2023-10-23|SA409P1840|330.50    |0.00      |0.00      |0.00      |0.00      |295.50    |-35.00    |-35.00    |0         |0         |0         |0.00        |-0.6376   |27.80     |0                              
2023-10-23|SA409P1860|343.50    |0.00      |0.00      |0.00      |0.00      |310.00    |-33.50    |-33.50    |0         |0         |0         |0.00        |-0.6539   |27.82     |0                              
2023-10-23|SA409P1880|357.50    |0.00      |0.00      |0.00      |0.00      |325.00    |-32.50    |-32.50    |0         |0         |0         |0.00        |-0.6702   |27.84     |0                              
2023-10-23|SA409P1900|372.00    |0.00      |0.00      |0.00      |0.00      |340.00    |-32.00    |-32.00    |0         |0         |0         |0.00        |-0.6850   |27.86     |0                              
2023-10-23|SA409P1920|386.50    |0.00      |0.00      |0.00      |0.00      |356.00    |-30.50    |-30.50    |0         |0         |0         |0.00        |-0.6991   |27.88     |0                              
2023-10-24|SA409C1380|298.50    |0.00      |0.00      |0.00      |0.00      |303.00    |4.50      |4.50      |0         |0         |0         |0.00        |0.7772    |27.92     |0                              
2023-10-24|SA409C1400|284.50    |0.00      |0.00      |0.00      |0.00      |288.50    |4.00      |4.00      |0         |0         |0         |0.00        |0.7604    |27.90     |0                              
2023-10-24|SA409C1420|271.00    |0.00      |0.00      |0.00      |0.00      |275.50    |4.50      |4.50      |0         |0         |0         |0.00        |0.7423    |27.87     |0                              
2023-10-24|SA409C1440|258.00    |0.00      |0.00      |0.00      |0.00      |262.50    |4.50      |4.50      |0         |0         |0         |0.00        |0.7238    |27.85     |0                              
2023-10-24|SA409C1460|245.00    |0.00      |0.00      |0.00      |0.00      |249.50    |4.50      |4.50      |0         |0         |0         |0.00        |0.7055    |27.83     |0                              
2023-10-24|SA409C1480|232.50    |0.00      |0.00      |0.00      |0.00      |237.00    |4.50      |4.50      |0         |0         |0         |0.00        |0.6870    |27.80     |0                              
2023-10-24|SA409C1500|220.50    |0.00      |0.00      |0.00      |0.00      |225.50    |5.00      |5.00      |0         |0         |0         |0.00        |0.6676    |27.78     |0                              
2023-10-24|SA409C1520|209.00    |0.00      |0.00      |0.00      |0.00      |214.50    |5.50      |5.50      |0         |0         |0         |0.00        |0.6482    |27.76     |0                              
2023-10-24|SA409C1540|197.50    |0.00      |0.00      |0.00      |0.00      |203.00    |5.50      |5.50      |0         |0         |0         |0.00        |0.6289    |27.74     |0                              
2023-10-24|SA409C1560|187.00    |0.00      |0.00      |0.00      |0.00      |192.50    |5.50      |5.50      |0         |0         |0         |0.00        |0.6095    |27.72     |0                              
2023-10-24|SA409C1580|177.00    |0.00      |0.00      |0.00      |0.00      |182.50    |5.50      |5.50      |0         |0         |0         |0.00        |0.5898    |27.69     |0                              
2023-10-24|SA409C1600|167.50    |0.00      |0.00      |0.00      |0.00      |173.00    |5.50      |5.50      |0         |0         |0         |0.00        |0.5702    |27.67     |0                              
2023-10-24|SA409C1620|158.00    |0.00      |0.00      |0.00      |0.00      |163.00    |5.00      |5.00      |0         |0         |0         |0.00        |0.5507    |27.65     |0                              
2023-10-24|SA409C1640|150.00    |0.00      |0.00      |0.00      |0.00      |154.00    |4.00      |4.00      |0         |0         |0         |0.00        |0.5312    |27.63     |0                              
2023-10-24|SA409C1660|142.00    |0.00      |0.00      |0.00      |0.00      |145.50    |3.50      |3.50      |0         |3         |0         |0.00        |0.5121    |27.61     |0                              
2023-10-24|SA409C1680|134.00    |0.00      |0.00      |0.00      |0.00      |137.50    |3.50      |3.50      |0         |0         |0         |0.00        |0.4929    |27.59     |0                              
2023-10-24|SA409C1700|126.00    |0.00      |0.00      |0.00      |0.00      |129.50    |3.50      |3.50      |0         |0         |0         |0.00        |0.4738    |27.57     |0                              
2023-10-24|SA409C1720|119.00    |0.00      |0.00      |0.00      |0.00      |121.50    |2.50      |2.50      |0         |0         |0         |0.00        |0.4550    |27.55     |0                              
2023-10-24|SA409C1740|112.50    |0.00      |0.00      |0.00      |0.00      |115.00    |2.50      |2.50      |0         |0         |0         |0.00        |0.4369    |27.53     |0                              
2023-10-24|SA409C1760|106.00    |0.00      |0.00      |0.00      |0.00      |108.00    |2.00      |2.00      |0         |0         |0         |0.00        |0.4189    |27.51     |0                              
2023-10-24|SA409C1780|99.50     |0.00      |0.00      |0.00      |0.00      |101.50    |2.00      |2.00      |0         |3         |0         |0.00        |0.4010    |27.49     |0                              
2023-10-24|SA409C1800|93.50     |0.00      |0.00      |0.00      |0.00      |95.00     |1.50      |1.50      |0         |8         |0         |0.00        |0.3830    |27.47     |0                              
2023-10-24|SA409C1820|88.50     |0.00      |0.00      |0.00      |0.00      |89.50     |1.00      |1.00      |0         |3         |0         |0.00        |0.3666    |27.45     |0                              
2023-10-24|SA409C1840|83.50     |0.00      |0.00      |0.00      |0.00      |84.00     |0.50      |0.50      |0         |3         |0         |0.00        |0.3503    |27.43     |0                              
2023-10-24|SA409C1860|78.50     |0.00      |0.00      |0.00      |0.00      |79.00     |0.50      |0.50      |0         |6         |0         |0.00        |0.3341    |27.42     |0                              
2023-10-24|SA409C1880|73.50     |73.50     |73.50     |72.00     |72.00     |73.50     |-1.50     |0.00      |4         |7         |4         |0.59        |0.3178    |27.40     |0                              
2023-10-24|SA409C1900|69.00     |69.50     |70.50     |66.00     |66.00     |68.50     |-3.00     |-0.50     |13        |14        |7         |1.78        |0.3025    |27.38     |0                              
2023-10-24|SA409C1920|65.00     |65.50     |66.50     |55.00     |63.50     |64.50     |-1.50     |-0.50     |30        |60        |16        |3.81        |0.2883    |27.36     |0                              
2023-10-24|SA409P1380|59.00     |55.00     |55.00     |55.00     |55.00     |55.00     |-4.00     |-4.00     |3         |16        |3         |0.33        |-0.2086   |27.92     |0                              
2023-10-24|SA409P1400|64.50     |60.50     |60.50     |60.50     |60.50     |60.50     |-4.00     |-4.00     |3         |28        |3         |0.36        |-0.2248   |27.90     |0                              
2023-10-24|SA409P1420|71.00     |67.50     |67.50     |66.50     |66.50     |67.00     |-4.50     |-4.00     |6         |15        |6         |0.80        |-0.2422   |27.87     |0                              
2023-10-24|SA409P1440|77.50     |73.50     |73.50     |73.00     |73.00     |74.00     |-4.50     |-3.50     |7         |12        |5         |1.03        |-0.2600   |27.85     |0                              
2023-10-24|SA409P1460|84.00     |80.50     |80.50     |79.50     |79.50     |80.50     |-4.50     |-3.50     |9         |12        |9         |1.44        |-0.2779   |27.83     |0                              
2023-10-24|SA409P1480|91.00     |87.50     |90.50     |86.50     |88.50     |88.00     |-2.50     |-3.00     |14        |13        |6         |2.46        |-0.2960   |27.80     |0                              
2023-10-24|SA409P1500|99.00     |95.00     |99.50     |94.50     |95.00     |96.00     |-4.00     |-3.00     |28        |15        |9         |5.39        |-0.3150   |27.78     |0                              
2023-10-24|SA409P1520|107.00    |102.00    |103.50    |102.00    |103.50    |104.50    |-3.50     |-2.50     |9         |9         |3         |1.85        |-0.3340   |27.76     |0                              
2023-10-24|SA409P1540|115.00    |112.00    |112.50    |112.00    |112.50    |112.50    |-2.50     |-2.50     |6         |9         |3         |1.35        |-0.3531   |27.74     |0                              
2023-10-24|SA409P1560|124.00    |120.00    |120.00    |120.00    |120.00    |121.50    |-4.00     |-2.50     |3         |9         |3         |0.72        |-0.3723   |27.72     |0                              
2023-10-24|SA409P1580|134.00    |0.00      |0.00      |0.00      |0.00      |131.50    |-2.50     |-2.50     |0         |6         |0         |0.00        |-0.3917   |27.69     |0                              
2023-10-24|SA409P1600|144.00    |0.00      |0.00      |0.00      |0.00      |141.50    |-2.50     |-2.50     |0         |3         |0         |0.00        |-0.4112   |27.67     |0                              
2023-10-24|SA409P1620|154.00    |0.00      |0.00      |0.00      |0.00      |151.00    |-3.00     |-3.00     |0         |3         |0         |0.00        |-0.4308   |27.65     |0                              
2023-10-24|SA409P1640|165.50    |0.00      |0.00      |0.00      |0.00      |162.00    |-3.50     |-3.50     |0         |5         |0         |0.00        |-0.4502   |27.63     |0                              
2023-10-24|SA409P1660|177.00    |0.00      |0.00      |0.00      |0.00      |173.00    |-4.00     |-4.00     |0         |9         |0         |0.00        |-0.4694   |27.61     |0                              
2023-10-24|SA409P1680|189.00    |0.00      |0.00      |0.00      |0.00      |184.50    |-4.50     |-4.50     |0         |3         |0         |0.00        |-0.4886   |27.59     |0                              
2023-10-24|SA409P1700|200.50    |0.00      |0.00      |0.00      |0.00      |196.00    |-4.50     |-4.50     |0         |3         |0         |0.00        |-0.5079   |27.57     |0                              
2023-10-24|SA409P1720|213.50    |0.00      |0.00      |0.00      |0.00      |208.00    |-5.50     |-5.50     |0         |3         |0         |0.00        |-0.5270   |27.55     |0                              
2023-10-24|SA409P1740|226.50    |0.00      |0.00      |0.00      |0.00      |221.00    |-5.50     |-5.50     |0         |0         |0         |0.00        |-0.5452   |27.53     |0                              
2023-10-24|SA409P1760|239.50    |0.00      |0.00      |0.00      |0.00      |234.00    |-5.50     |-5.50     |0         |0         |0         |0.00        |-0.5634   |27.51     |0                              
2023-10-24|SA409P1780|253.00    |0.00      |0.00      |0.00      |0.00      |246.50    |-6.50     |-6.50     |0         |0         |0         |0.00        |-0.5818   |27.49     |0                              
2023-10-24|SA409P1800|266.50    |0.00      |0.00      |0.00      |0.00      |260.00    |-6.50     |-6.50     |0         |0         |0         |0.00        |-0.6002   |27.47     |0                              
2023-10-24|SA409P1820|281.00    |0.00      |0.00      |0.00      |0.00      |274.00    |-7.00     |-7.00     |0         |0         |0         |0.00        |-0.6169   |27.45     |0                              
2023-10-24|SA409P1840|295.50    |0.00      |0.00      |0.00      |0.00      |288.50    |-7.00     |-7.00     |0         |0         |0         |0.00        |-0.6336   |27.43     |0                              
2023-10-24|SA409P1860|310.00    |0.00      |0.00      |0.00      |0.00      |302.50    |-7.50     |-7.50     |0         |0         |0         |0.00        |-0.6504   |27.42     |0                              
